"id","visit","center","fca2c","fca2d","fca3c","fca3d","fca4c","fca4d","fca5c","fca5d","fca6c","fca6d","fca7c","fca7d","fca8c","fca8d","fca9c","fca9d","fca10c","fca10d","fca11c","fca11d","fca12c","fca12d","fca13c","fca13d","fca14c","fca14d","fca15","fca1b","fca2b","fca3b","fca4b","fca5b","fca6b","fca7b","fca8b","fca9b","fca10b","fca11b","fca12b","fca13b","fca14b","fca16"
"MW03005",8,"MW","MOM","B","BRO","B","SIS","B","AUN","U","CSM","U","CSM","U","CSF","U","CSM","U","CSM","U","CSM","U",,,,,,,"LF",8,31,7,5,44,18,16,10,10,4,4,,,,8/15/2001
"MW03026",8,"MW","MOM","B","SIS","B","BRO","B","BRO","B",,,,,,,,,,,,,,,,,,,"RRJ",7,26,9,6,4,,,,,,,,,,3/15/2001
"MW03044",8,"MW","MOM","B","BRO","B","BRO","B",,,,,,,,,,,,,,,,,,,,,"EW",7,28,11,12,,,,,,,,,,,6/15/2002
"MW03071",8,"MW","MOM","B","SIS","B","DAD","B","SIS","B",,,,,,,,,,,,,,,,,,,"TW",8,44,8,34,13,,,,,,,,,,8/15/2001
"MW03093",8,"MW","MOM","B","GMA","B","BRO","B","BRO","B","UNC","B",,,,,,,,,,,,,,,,,"RRJ",7,31,52,3,11,27,,,,,,,,,3/15/2003
"MW03119",8,"MW","MOM","B","DAD","B","BRO","B",,,,,,,,,,,,,,,,,,,,,"BMB",7,31,31,11,,,,,,,,,,,2/15/2003
"MW03127",8,"MW","MOM","B","SIS","B","SIS","B","GMA","B","GMA","B",,,,,,,,,,,,,,,,,"RRJ",8,25,9,6,43,68,,,,,,,,,6/15/2003
"MW03131",8,"MW","MOM","B","SIS","B","BRO","B","SIS","B","DAD","B",,,,,,,,,,,,,,,,,"EW",8,37,14,10,5,52,,,,,,,,,1/15/2003
"MW03155",8,"MW","MOM","B","BRO","B","SIS","B","SIS","B","UNC","B","UNC","B","GMA","B",,,,,,,,,,,,,"RRJ",8,28,12,10,4,20,19,,,,,,,,11/15/2002
"MW03170",8,"MW","MOM","B","SIS","B","SIS","B","BRO","B","SIS","B","SIS","B",,,,,,,,,,,,,,,"RRJ",7,40,9,10,13,14,19,,,,,,,,4/15/2003
"MW03188",8,"MW","MOM","B","OMA","X",,,,,,,,,,,,,,,,,,,,,,,"RRJ",8,26,27,,,,,,,,,,,,3/15/2003
"MW03192",8,"MW","MOM","B","GMA","B","SIS","B","SIS","B","OMA","U",,,,,,,,,,,,,,,,,"MG",8,30,57,13,5,38,,,,,,,,,7/15/2002
"MW03204",8,"MW","MOM","B","GMA","B","SIS","B",,,,,,,,,,,,,,,,,,,,,"RRJ",7,35,,9,,,,,,,,,,,7/15/2003
"MW03212",8,"MW","MOM","B","DAD","B","BRO","B","SIS","B",,,,,,,,,,,,,,,,,,,"BMB",7,28,30,11,10,,,,,,,,,,6/15/2003
"MW03220",8,"MW","MOM","S","BRO","B","BRO","B","SIS","B","GMA","B","GPA","S",,,,,,,,,,,,,,,"BSH",8,33,9,16,13,65,51,,,,,,,,2/15/2002
"MW03238",8,"MW","MOM","B","BRO","B","BRO","B","DAD","B",,,,,,,,,,,,,,,,,,,"RRJ",8,43,12,11,38,,,,,,,,,,7/15/2003
"MW03245",8,"MW","MOM","B","DAD","B","SIS","B","BRO","B","SIS","B","SIS","B",,,,,,,,,,,,,,,"MSS",8,30,31,12,10,6,3,,,,,,,,1/15/2003
"MW03253",8,"MW","MOM","B","BRO","B",,,,,,,,,,,,,,,,,,,,,,,"MG",8,34,13,,,,,,,,,,,,6/15/2003
"MW03266",8,"MW","MOM","B","SIS","B","SIS","B","SIS","B",,,,,,,,,,,,,,,,,,,"RRJ",8,40,14,12,9,,,,,,,,,,10/15/2002
"NW30020",8,"NW","MOM","B","OMA","U","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ELN",7,48,48,,,,,,,,,,,,4/15/1997
"NW30045",8,"NW","GMA","B","BRO","B","BRO","B","MOM","B","OMA","X",,,,,,,,,,,,,,,,,"DLW",8,43,3,1,23,24,,,,,,,,,4/15/1998
"NW30053",8,"NW","MOM","B","SIS","B","SIS","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ELN",7,34,12,11,,,,,,,,,,,4/15/1997
"NW30066",8,"NW","MOM","B","BRO","B","DAD","B",,,,,,,,,,,,,,,,,,,,,"ACO",8,31,10,35,,,,,,,,,,,7/15/1997
"NW30077",8,"NW","DAD","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ELN",8,35,,,,,,,,,,,,,11/15/1996
"NW30081",8,"NW","AUN","B","BRO","B","SIS","B","BRO","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","AJS",7,20,10,9,6,,,,,,,,,,12/15/1997
"NW30099",8,"NW","MOM","B","BRO","B","DAD","X","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","PJV",7,25,3,35,,,,,,,,,,,12/15/1996
"NW30113",8,"NW","MOM","B","AUN","B","UNC","B","CSM","B","CSM","B","SIS","B","BRO","B","SIS","B","CSF","B",,,,,,,,,"AJS",8,34,43,53,33,32,15,10,9,9,,,,,4/15/1999
"NW30121",8,"NW","MOM","B","SIS","B","BRO","B","SIS","B","AUN","B","UNC","B","CSF","B","===","=","===","=","===","=","===","=","===","=","===","=","AJS",8,32,14,9,7,40,52,8,,,,,,,10/15/1997
"NW30137",8,"NW","MOM","B","OMA","X","BRO","B","SIS","B",,,,,,,,,,,,,,,,,,,"DLW",8,35,38,2,0,,,,,,,,,,6/15/1999
"NW30149",8,"NW","GMA","B","GPA","B",,,,,,,,,,,,,,,,,,,,,,,"DLW",8,,,,,,,,,,,,,,2/15/1999
"NW30154",8,"NW","MOM","B","DAD","B","SIS","B","BRO","B","BRO","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","PJV",7,34,38,14,9,6,,,,,,,,,7/15/1997
"NW30176",8,"NW","MOM","B","DAD","B","BRO","B","SIS","B","SIS","B","SIS","B","BRO","B","===","=","---","-","---","-","---","-","---","-","---","-","ELN",8,34,35,15,14,11,9,7,,,,,,,6/15/1996
"NW30182",8,"NW","MOM","B","SIS","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","AJS",7,29,11,,,,,,,,,,,,10/15/1997
"NW30205",8,"NW","GMA","B","GPA","B","UNC","B","AUN","B","CSM","B","SIS","B","UNC","B","OFA","U","---","-","---","-","---","-","---","-","---","-","ELN",7,52,55,23,23,1,7,20,20,,,,,,4/15/1997
"NW30218",8,"NW","MOM","A","BRO","F","BRO","F","BRO","A","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","DBM",8,45,4,2,2,,,,,,,,,,10/15/1999
"NW30226",8,"NW","SIS","B","OFC","B","OFC","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","ELN",8,25,8,3,,,,,,,,,,,1/15/1997
"NW30232",8,"NW","MOM","A","DAD","A","BRO","A","SIS","A","BRO","B","SIS","F","===","=","===","=","===","=","===","=","===","=","===","=","===","=","SRH",8,50,37,8,7,3,0,,,,,,,,10/15/1999
"NW30244",8,"NW","MOM","B","===","=","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ACO",7,30,,,,,,,,,,,,,4/15/1997
"NW30259",8,"NW","MOM","B","SIS","B",,,,,,,,,,,,,,,,,,,,,,,"DLW",8,29,11,,,,,,,,,,,,1/15/1999
"NW30260",8,"NW","MOM","B","BRO","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ACO",8,37,16,,,,,,,,,,,,4/15/1997
"NW30271",8,"NW","DAD","B","MOM","S","BRO","B","SIS","S","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","AJS",7,30,26,6,4,,,,,,,,,,9/15/1997
"NW30287",8,"NW","MOM","B","SIS","B","BRO","B","BRO","B","DAD","X","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","PJV",7,28,6,0,9,26,,,,,,,,,4/15/1997
"NW30293",8,"NW","MOM","B","BRO","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ELN",8,30,5,,,,,,,,,,,,10/15/1996
"NW30315",8,"NW","DAD","B","MOM","S","BRO","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","SRH",8,29,24,2,,,,,,,,,,,11/15/1999
"NW30328",8,"NW","MOM","B","DAD","S","SIS","B","SIS","B",,,,,,,,,,,,,,,,,,,"DLW",8,27,24,6,10,,,,,,,,,,8/15/1998
"NW30330",8,"NW","MOM","B","DAD","S","BRO","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ELN",8,26,32,10,,,,,,,,,,,5/15/1996
"NW30342",8,"NW","GMA","B","BRO","B","BRO","B","AUN","B","CSM","B","CSF","B","CSM","B","CSF","B","AUN","B","===","=","===","=","===","=","===","=","SRH",8,54,10,12,33,14,11,10,9,,,,,,12/15/1999
"NW30363",8,"NW","MOM","B","DAD","S",,,,,,,,,,,,,,,,,,,,,,,"ACO",7,37,39,,,,,,,,,,,,6/15/1997
"NW30374",8,"NW","MOM","B","SIS","B","BRO","B","OMA","U","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ELN",8,36,9,6,,,,,,,,,,,5/15/1996
"NW30389",8,"NW","MOM","F","DAD","F","BRO","F","BRO","F","BRO","F","BRO","F","BRO","F","BRO","F",,,,,,,,,,,"DLW",8,50,44,21,12,14,11,10,8,,,,,,1/15/1999
"NW30391",8,"NW","MOM","B","DAD","S","SIS","B","SIS","B","AUN","B","BRO","S","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ELN",8,35,30,1,11,30,9,,,,,,,,12/15/1996
"NW30409",8,"NW","MOM","F","DAD","F","UNC","F","AUN","F","CSF","F","CSM","F","BRO","B","BRO","B","---","-","---","-","---","-","---","-","---","-","PJV",7,56,57,33,31,5,2,8,6,,,,,,12/15/1996
"NW30417",8,"NW","MOM","F","SIS","B","MOM","F","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","AJS",7,39,10,43,,,,,,,,,,,9/15/1997
"NW30425",8,"NW","MOM","B","BRO","B","GPA","B","GMA","S","OMA","S","OMA","S","OMA","S",,,,,,,,,,,,,"ACO",8,23,5,50,45,19,21,12,,,,,,,7/15/1997
"NW30433",8,"NW","GMA","B","OMA","U","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","AJS",8,61,49,,,,,,,,,,,,12/15/1997
"NW30440",8,"NW","MOM","B","DAD","B","BRO","B","SIS","B","SIS","B","SIS","B","SIS","B",,,,,,,,,,,,,"ELN",7,35,38,15,14,12,10,9,,,,,,,3/15/1997
"NW30458",8,"NW","MOM","B","SIS","B","SIS","B","GMA","B","GPA","B","UNC","B","OFA","B","CSF","B","CSM","B","---","-","---","-","---","-","---","-","ELN",8,26,4,1,49,51,28,22,3,1,,,,,5/15/1996
"NW30461",8,"NW","MOM","B","SIS","B","BRO","B","DAD","B","OFA","U",,,,,,,,,,,,,,,,,"SRH",8,25,4,3,31,23,,,,,,,,,2/15/2000
"NW30472",8,"NW","MOM","B","BRO","B","BRO","B","BRO","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","AJS",8,32,7,6,2,,,,,,,,,,9/15/1997
"NW30486",8,"NW","MOM","B","DAD","U","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","PJV",7,32,36,,,,,,,,,,,,3/15/1997
"NW30494",8,"NW","MOM","B","BRO","B","AUN","B","CSM","B","CSM","B",,,,,,,,,,,,,,,,,"SRH",8,30,13,21,5,0,,,,,,,,,12/15/1999
"NW30502",8,"NW","MOM","B","OMA","X","BRO","B","BRO","B","BRO","B","SIS","B",,,,,,,,,,,,,,,"CRH",7,26,37,7,5,3,2,,,,,,,,5/15/1998
"NW30510",8,"NW","MOM","F","DAD","F","SIS","F","BRO","F","BRO","F","BRO","F","BRO","B",,,,,,,,,,,,,"ACO",8,41,42,20,19,17,4,5,,,,,,,6/15/1997
"NW30523",8,"NW","MOM","B",,,,,,,,,,,,,,,,,,,,,,,,,"DLW",8,41,,,,,,,,,,,,,10/15/1998
"NW30535",8,"NW","MOM","F","BRO","B","DAD","F",,,,,,,,,,,,,,,,,,,,,"SRH",7,41,4,46,,,,,,,,,,,12/15/1999
"NW30547",8,"NW","GMA","B","CSM","B",,,,,,,,,,,,,,,,,,,,,,,"AJS",8,56,9,,,,,,,,,,,,2/15/1998
"NW30568",8,"NW","GMA","B","AUN","B","BRO","B","BRO","B","BRO","B","===","=","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ELN",8,44,19,9,6,5,,,,,,,,,9/15/1996
"NW30579",8,"NW","MOM","B","DAD","B","BRO","B","BRO","B","SIS","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","AJS",8,30,32,15,11,10,,,,,,,,,9/15/1997
"NW30584",8,"NW","AUN","B","BRO","B","SIS","B","BRO","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","SRH",8,22,12,11,9,,,,,,,,,,9/15/1999
"NW30596",8,"NW","MOM","B","DAD","B","BRO","B",,,,,,,,,,,,,,,,,,,,,"CRH",8,38,45,12,,,,,,,,,,,10/15/1998
"NW30603",8,"NW","MOM","B","GMA","B","GPA","B","UNC","B",,,,,,,,,,,,,,,,,,,"DLW",8,37,63,62,34,,,,,,,,,,2/15/1999
"NW30611",8,"NW","MOM","B","SIS","B","SIS","B",,,,,,,,,,,,,,,,,,,,,"DLW",7,34,13,8,,,,,,,,,,,11/15/1998
"NW30624",8,"NW","MOM","B","BRO","B","SIS","B","GMA","B","AUN","B","CSM","B","CSM","B","CSM","B","CSM","B","AUN","B",,,,,,,"AJS",7,33,6,12,67,31,3,1,4,2,34,,,,1/15/1998
"NW30639",8,"NW","UNC","U","SIS","B",,,,,,,,,,,,,,,,,,,,,,,"DLW",8,34,6,,,,,,,,,,,,6/15/1999
"NW30646",8,"NW","MOM","B","DAD","B","SIS","B","BRO","B","BRO","B",,,,,,,,,,,,,,,,,"DLW",8,36,40,16,9,11,,,,,,,,,5/15/1999
"NW30652",8,"NW","DAD","B","MOM","X","SIS","U","BRO","S","BRO","U","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ELN",8,34,30,13,1,10,,,,,,,,,2/15/1997
"NW30667",8,"NW","MOM","B","OMA","X","BRO","B","BRO","B","OFC","U","OMC","U","OMC","U","OMA","U","OMA","U",,,,,,,,,"DLW",8,32,32,2,10,10,8,13,,,,,,,7/15/1999
"NW30678",8,"NW","MOM","B","BRO","B","BRO","B","DAD","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ACO",8,48,12,12,48,,,,,,,,,,10/15/1997
"NW30680",8,"NW","MOM","B","BRO","S","CSF","B","OMA","X",,,,,,,,,,,,,,,,,,,"DLW",8,26,4,10,37,,,,,,,,,,7/15/1999
"NW30695",8,"NW","MOM","B","SIS","B","OMA","U","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","PJV",7,30,10,45,,,,,,,,,,,2/15/1997
"NW30706",8,"NW","MOM","B","DAD","S","SIS","B","BRO","B","BRO","B","BRO","B","SIS","B","BRO","B",,,,,,,,,,,"CRH",8,27,39,9,0,0,6,3,4,,,,,,6/15/1999
"NW30719",8,"NW","GMA","B","GPA","B","SIS","B","SIS","B",,,,,,,,,,,,,,,,,,,"DLW",8,46,52,3,9,,,,,,,,,,4/15/1999
"NW30727",8,"NW","GMA","B","SIS","B","SIS","B","UNC","B","MOM","B","BRO","B","GPA","B",,,,,,,,,,,,,"AJS",7,45,6,2,19,26,0,52,,,,,,,1/15/1998
"NW30731",8,"NW","GMA","B","GMA","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","CLL",8,57,75,,,,,,,,,,,,3/15/2000
"NW30743",8,"NW","MOM","B","OMA","U","SIS","B","BRO","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","ELN",8,,41,14,11,,,,,,,,,,11/15/1996
"NW30764",8,"NW","GMA","B","GPA","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ELN",7,50,67,,,,,,,,,,,,10/15/1996
"NW30770",8,"NW","MOM","B","SIS","B","DAD","B",,,,,,,,,,,,,,,,,,,,,"CRH",8,37,13,27,,,,,,,,,,,6/15/1998
"NW30788",8,"NW","AUN","B","BRO","B","SIS","B","GPA","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ACO",8,57,12,10,81,,,,,,,,,,2/15/1998
"NW30792",8,"NW","AUN","B","UNC","B","CSF","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","CLL",8,53,53,19,,,,,,,,,,,3/15/2000
"NW30808",8,"NW","MOM","F","DAD","F","SIS","B","BRO","F",,,,,,,,,,,,,,,,,,,"DLW",8,40,48,8,18,,,,,,,,,,1/15/1999
"NW30816",8,"NW","AUN","U","UNC","B","CSM","B","CSM","B","BRO","B",,,,,,,,,,,,,,,,,"AJS",8,40,47,20,17,7,,,,,,,,,6/15/1998
"NW30829",8,"NW","MOM","B","SIS","B","BRO","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","SRH",8,38,18,12,,,,,,,,,,,11/15/1999
"NW30834",8,"NW","MOM","B","SIS","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ELN",8,35,2,,,,,,,,,,,,4/15/1997
"NW30862",8,"NW","GMA","B","GPA","B","DAD","B","UNC","B","AUN","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","CRH",8,,65,27,17,14,,,,,,,,,8/15/1999
"NW30873",8,"NW","MOM","B","BRO","B","DAD","S","BRO","B",,,,,,,,,,,,,,,,,,,"SRH",7,37,4,40,17,,,,,,,,,,12/15/1999
"NW30885",8,"NW","MOM","B","BRO","B","BRO","B","BRO","B",,,,,,,,,,,,,,,,,,,"DLW",8,30,11,9,2,,,,,,,,,,12/15/1998
"NW30901",8,"NW","MOM","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ELN",8,36,,,,,,,,,,,,,10/15/1996
"NW30922",8,"NW","MOM","B","BRO","B",,,,,,,,,,,,,,,,,,,,,,,"DLW",8,34,17,,,,,,,,,,,,10/15/1998
"NW30936",8,"NW","GMA","B","SIS","B","UNC","B","BRO","B",,,,,,,,,,,,,,,,,,,"CRH",7,48,9,18,1,,,,,,,,,,12/15/1998
"NW30948",8,"NW","MOM","A","DAD","A","SIS","F","SIS","F","SIS","F",,,,,,,,,,,,,,,,,"SRH",7,50,50,15,12,3,,,,,,,,,4/15/2000
"NW30950",8,"NW","MOM","B","SIS","B","SIS","B",,,,,,,,,,,,,,,,,,,,,"DLW",8,41,13,11,,,,,,,,,,,5/15/1999
"NW30969",8,"NW","MOM","A","DAD","A","BRO","A",,,,,,,,,,,,,,,,,,,,,"DLW",8,44,50,3,,,,,,,,,,,7/15/1998
"NW30975",8,"NW","MOM","B","BRO","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ELN",8,44,11,,,,,,,,,,,,9/15/1996
"NW30997",8,"NW","GMA","B","UNC","B",,,,,,,,,,,,,,,,,,,,,,,"DLW",8,45,3,,,,,,,,,,,,3/15/1999
"NW31005",8,"NW","GMA","B","BRO","B","SIS","B","BRO","B","AUN","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ELN",8,50,14,12,6,15,,,,,,,,,10/15/1996
"NW31018",8,"NW","MOM","B","GMA","B","BRO","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ELN",8,34,57,6,,,,,,,,,,,9/15/1996
"NW31026",8,"NW","MOM","B","BRO","B","SIS","B","BRO","B","SIS","B","DAD","B",,,,,,,,,,,,,,,"ACO",7,33,12,11,4,18,39,,,,,,,,8/15/1997
"NW31032",8,"NW","MOM","B","DAD","S","BRO","B","BRO","B",,,,,,,,,,,,,,,,,,,"DLW",8,29,28,12,10,,,,,,,,,,8/15/1998
"NW31044",8,"NW","GMA","B","SIS","B","UNC","B","UNC","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","PJV",8,53,4,24,33,,,,,,,,,,11/15/1996
"NW31059",8,"NW","MOM","B","BRO","B",,,,,,,,,,,,,,,,,,,,,,,"AJS",8,28,2,,,,,,,,,,,,5/15/1998
"NW31060",8,"NW","MOM","B","BRO","B","SIS","B","SIS","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","PJV",8,37,11,9,5,,,,,,,,,,4/15/1997
"NW31071",8,"NW","MOM","B","SIS","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","SRH",7,31,9,,,,,,,,,,,,12/15/1999
"NW31087",8,"NW","MOM","B","DAD","B","SIS","B",,,,,,,,,,,,,,,,,,,,,"CLL",7,33,38,10,,,,,,,,,,,5/15/2000
"NW31093",8,"NW","MOM","A","DAD","A","SIS","A","SIS","B","SIS","F","BRO","F","SIS","F",,,,,,,,,,,,,"SRH",8,46,51,16,10,11,7,0,,,,,,,3/15/2000
"NW31106",8,"NW","MOM","B","DAD","S","BRO","S","BRO","B","BRO","B","GMA","S","UNC","S","UNC","S","UNC","S","---","-","---","-","---","-","---","-","PJV",7,25,27,8,5,1,42,25,16,12,,,,,2/15/1997
"NW31119",8,"NW","MOM","B","DAD","S","BRO","B","BRO","S","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ELN",7,29,48,10,2,,,,,,,,,,8/15/1996
"NW31127",8,"NW","MOM","B","SIS","B","BRO","B","SIS","B","DAD","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","SRH",8,36,11,2,0,35,,,,,,,,,2/15/2000
"NW31131",8,"NW","DAD","B","OFA","X","OFC","U",,,,,,,,,,,,,,,,,,,,,"DLW",8,43,39,16,,,,,,,,,,,5/15/1999
"NW31143",8,"NW","GMA","B","BRO","B","BRO","B","BRO","B","BRO","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ELN",7,63,11,9,9,4,,,,,,,,,7/15/1996
"NW31155",8,"NW","MOM","F","DAD","F","BRO","B","SIS","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ACO",8,34,44,5,2,,,,,,,,,,2/15/1998
"NW31170",8,"NW","MOM","B",,,,,,,,,,,,,,,,,,,,,,,,,"AJS",8,32,,,,,,,,,,,,,5/15/1998
"NW31188",8,"NW","AUN","B","CSM","B","OMC","F","OMC","F",,,,,,,,,,,,,,,,,,,"DLW",8,40,17,9,11,,,,,,,,,,7/15/1999
"NW31192",8,"NW","OFA","B","OFA","B","OFC","B","BRO","B","OFA","U",,,,,,,,,,,,,,,,,"DLW",7,57,32,10,13,30,,,,,,,,,11/15/1998
"NW31204",8,"NW","MOM","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ELN",8,27,,,,,,,,,,,,,2/15/1997
"NW31212",8,"NW","MOM","B","OFA","U","OFA","U","OFC","U","OFC","U","OFC","U","OFC","U","===","=","===","=","===","=","===","=","===","=","===","=","AJS",7,45,47,20,8,11,4,0,,,,,,,9/15/1997
"NW31245",8,"NW","MOM","B","DAD","B","BRO","B","BRO","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ELN",7,35,42,14,4,,,,,,,,,,7/15/1996
"NW31253",8,"NW","AUN","B",,,,,,,,,,,,,,,,,,,,,,,,,"SRH",8,24,,,,,,,,,,,,,4/15/2000
"NW31266",8,"NW","DAD","B","BRO","B","SIS","S",,,,,,,,,,,,,,,,,,,,,"DLW",8,36,11,14,,,,,,,,,,,11/15/1998
"NW31277",8,"NW","MOM","B","SIS","B","SIS","B",,,,,,,,,,,,,,,,,,,,,"DLW",8,32,15,6,,,,,,,,,,,10/15/1998
"NW31281",8,"NW","MOM","A","DAD","A","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","DBM",7,60,63,,,,,,,,,,,,10/15/1999
"NW31299",8,"NW","MOM","A","DAD","A","SIS","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","CLL",8,54,51,3,,,,,,,,,,,11/15/2000
"NW31301",8,"NW","MOM","B","GMA","B","UNC","B","SIS","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ACO",7,37,62,33,4,,,,,,,,,,2/15/1998
"NW31322",8,"NW","GMA","B","GPA","B","BRO","B","SIS","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","AJS",7,47,50,10,9,,,,,,,,,,8/15/1997
"NW31336",8,"NW","MOM","B","BRO","B","BRO","S","OMA","X",,,,,,,,,,,,,,,,,,,"DLW",8,27,7,3,29,,,,,,,,,,6/15/1999
"NW31348",8,"NW","MOM","B","BRO","B","BRO","B","DAD","S",,,,,,,,,,,,,,,,,,,"CLL",8,31,5,9,,,,,,,,,,,7/15/2000
"NW31369",8,"NW","MOM","B","DAD","X","BRO","B","BRO","B",,,,,,,,,,,,,,,,,,,"DLW",8,35,41,16,14,,,,,,,,,,10/15/1998
"NW31375",8,"NW","MOM","B","SIS","B","DAD","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","SRH",8,32,12,30,,,,,,,,,,,11/15/1999
"NW31397",8,"NW","MOM","A","SIS","B","DAD","A","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","PJV",7,37,9,42,,,,,,,,,,,2/15/1997
"NW31403",8,"NW","MOM","B","OMA","X",,,,,,,,,,,,,,,,,,,,,,,"DLW",8,45,43,,,,,,,,,,,,6/15/1999
"NW31424",8,"NW","MOM","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","AJS",8,26,,,,,,,,,,,,,7/15/1997
"NW31439",8,"NW","MOM","A","DAD","A","SIS","A","BRO","A",,,,,,,,,,,,,,,,,,,"DLW",8,38,37,15,14,,,,,,,,,,7/15/1999
"NW31467",8,"NW","DAD","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","MCP",8,42,,,,,,,,,,,,,1/15/1998
"NW31478",8,"NW","MOM","B","DAD","S","SIS","B","BRO","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","AJS",7,39,37,16,7,,,,,,,,,,8/15/1997
"NW31480",8,"NW","MOM","B","SIS","B","GMA","B","OFA","U","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ACO",7,26,4,52,22,,,,,,,,,,11/15/1997
"NW32033",8,"NW","MOM","B","BRO","B","BRO","B","BRO","B","BRO","B",,,,,,,,,,,,,,,,,"SRH",7,47,22,14,11,9,,,,,,,,,1/15/2000
"NW32058",8,"NW","MOM","B","BRO","B","BRO","B","OMA","X","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","DLW",8,37,13,15,35,,,,,,,,,,1/15/1999
"NW32061",8,"NW","MOM","F","DAD","F","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","AJS",8,48,45,,,,,,,,,,,,2/15/1999
