"id","visit","center","fca2c","fca2d","fca3c","fca3d","fca4c","fca4d","fca5c","fca5d","fca6c","fca6d","fca7c","fca7d","fca8c","fca8d","fca9c","fca9d","fca10c","fca10d","fca11c","fca11d","fca12c","fca12d","fca13c","fca13d","fca14c","fca14d","fca15","fca1b","fca2b","fca3b","fca4b","fca5b","fca6b","fca7b","fca8b","fca9b","fca10b","fca11b","fca12b","fca13b","fca14b","fca16"
"SW20263",8,"SW","MOM","A","BRO","B","SIS","B","DAD","A","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","AAM",9,36,6,7,41,,,,,,,,,,8/15/1997
"SW20274",8,"SW","MOM","F","SIS","F","SIS","F","CSM","F","CSF","F","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","EEB",10,52,21,17,6,8,,,,,,,,,10/15/1997
"SW20289",8,"SW","DAD","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","KSP",8,51,,,,,,,,,,,,,10/15/1996
"SW20291",8,"SW","MOM","B","DAD","B","SIS","B","SIS","B","BRO","B","BRO","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","GML",8,31,55,16,13,11,9,,,,,,,,8/15/1996
"SW20309",8,"SW","MOM","B","BRO","B","GMA","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","STB",8,29,5,66,,,,,,,,,,,7/15/1996
"SW20325",8,"SW","MOM","F","BRO","F","SIS","F","BRO","F","BRO","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","CAW",9,54,6,2,0,8,,,,,,,,,11/15/1996
"SW20333",8,"SW","MOM","U","BRO","F","SIS","F","BRO","F","SIS","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","CAW",8,54,6,2,1,9,,,,,,,,,11/15/1996
"SW20340",8,"SW","GMA","F","BRO","B","GPA","S","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","CAW",9,56,7,50,,,,,,,,,,,2/15/1997
"SW20358",8,"SW","MOM","B","DAD","S","SIS","B","BRO","B","OFC","B","BRO","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===",9,37,30,16,14,1,5,,,,,,,,1/15/1998
"SW20372",8,"SW","DAD","B","BRO","B",,,,,,,,,,,,,,,,,,,,,,,"ZF",9,43,10,,,,,,,,,,,,10/15/1997
"SW20419",8,"SW","MOM","U","BRO","U","DAD","U","BRO","U","GMA","U","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","CAW",8,55,6,56,3,79,,,,,,,,,2/15/1997
"SW20427",8,"SW","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","EEB",,,,,,,,,,,,,,,11/15/1997
"SW20431",8,"SW","DAD","B","MOM","B","BRO","B","SIS","B","SIS","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","MTK",8,43,37,18,9,6,,,,,,,,,7/15/1996
"SW20455",8,"SW","MOM","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","RMT",9,34,,,,,,,,,,,,,9/15/1997
"SW20464",8,"SW","MOM","F","BRO","F","SIS","F","SIS","F","BRO","F","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","ZF",9,62,8,9,23,4,,,,,,,,,10/15/1997
"SW20470",8,"SW","GMA","B","BRO","B","GPA","B","SIS","S","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","MTK",8,45,2,50,17,,,,,,,,,,7/15/1996
"SW20488",8,"SW","MOM","B","BRO","B",,,,,,,,,,,,,,,,,,,,,,,"RMR",8,40,11,,,,,,,,,,,,10/15/1997
"SW20492",8,"SW","AUN","B","OMA","U","CSF","B","CSM","B","OMC","U","SIS","B","BRO","B","BRO","B","===","=","===","=","===","=","===","=","===","=","STB",8,38,40,19,21,15,11,9,7,,,,,,7/15/1996
"SW20500",8,"SW","AUN","B","CSM","B",,,,,,,,,,,,,,,,,,,,,,,"RMR",9,48,18,,,,,,,,,,,,11/15/1997
"SW20576",8,"SW","MOM","B","GMA","B","GPA","S","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","GML",8,38,64,64,,,,,,,,,,,5/15/1997
"SW20582",8,"SW","MOM","A","DAD","A","BRO","A","BRO","A",,,,,,,,,,,,,,,,,,,"EEB",9,47,41,10,8,,,,,,,,,,12/15/1997
"SW20598",8,"SW","MOM","U","DAD","U","SIS","U","SIS","U","BRO","U","BRO","F","SIS","F","SIS","F","SIS","F","BRO","F","===","=","===","=","===","=","MTK",8,44,46,19,16,8,6,5,2,3,1,,,,2/15/1997
"SW20601",8,"SW","MOM","B","SIS","B","OFA","X","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","JMM",8,35,11,35,,,,,,,,,,,8/15/1996
"SW20614",8,"SW","MOM","B","BRO","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","EA",8,42,3,,,,,,,,,,,,3/15/1997
"SW20622",8,"SW","GMA","B","AUN","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","CAW",8,49,25,,,,,,,,,,,,1/15/1997
"SW20636",8,"SW","OFA","U","OMA","U","OMC","U","OFC","U","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","CAW",8,41,51,3,0,,,,,,,,,,3/15/1997
"SW20650",8,"SW","AUN","B","UNC","U","CSF","B","BRO","B","BRO","B",,,,,,,,,,,,,,,,,"RR",9,30,35,11,16,12,,,,,,,,,10/15/1997
"SW20669",8,"SW","MOM","B","BRO","S","BRO","B","BRO","B","GPA","B","BRO","B","OFA","U","OFC","U","OFC","U","===","=","===","=","===","=","===","=","EEB",8,36,12,10,2,80,5,40,6,6,,,,,9/15/1997
"SW20683",8,"SW","MOM","B","SIS","B","DAD","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","KSP",8,29,2,37,,,,,,,,,,,3/15/1997
"SW20697",8,"SW","GMA","B","BRO","B","BRO","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","EEB",8,70,7,5,,,,,,,,,,,11/15/1997
"SW20729",8,"SW","MOM","F","SIS","F","SIS","B","SIS","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","KSP",8,53,15,10,1,,,,,,,,,,11/15/1996
"SW20734",8,"SW","MOM","B","SIS","B","SIS","B","BRO","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","CAW",8,34,5,12,17,,,,,,,,,,4/15/1997
"SW20741",8,"SW","MOM","B","SIS","B","SIS","B","SIS","B",,,,,,,,,,,,,,,,,,,"KSP",8,37,8,11,5,,,,,,,,,,7/15/1997
"SW20757",8,"SW","MOM","B","SIS","B","SIS","B","SIS","B",,,,,,,,,,,,,,,,,,,"KSP",8,37,8,11,5,,,,,,,,,,7/15/1997
"SW20773",8,"SW","AUN","U","UNC","U","CSM","U","CSF","U","BRO","B","BRO","B",,,,,,,,,,,,,,,"RMR",9,41,45,15,9,5,4,,,,,,,,2/15/1998
"SW20790",8,"SW","GMA","B","SIS","B","GPA","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","KSP",8,64,15,63,,,,,,,,,,,10/15/1996
"SW20805",8,"SW","GPA","S","GMA","S","UNC","S","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","KSP",9,63,55,27,,,,,,,,,,,8/15/1997
"SW20818",8,"SW","MOM","F","DAD","F","SIS","F","BRO","F","AUN","F","===","=","===","=","===","=",,"=","===","=","===","=","===","=","===","=","KSP",9,59,61,13,11,62,,,,,,,,,5/15/1997
"SW20826",8,"SW","GMA","U","BRO","B","GMA","B","SIS","S",,,,,,,,,,,,,,,,,,,"AM",9,58,5,50,7,,,,,,,,,,4/15/1998
"SW20832",8,"SW","MOM","F","DAD","F","BRO","F","BRO","F","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","EEB",9,70,64,9,3,,,,,,,,,,8/15/1997
"SW20844",8,"SW","GMA","B","SIS","B","CSF","B","CSF","B","CSF","B","CSM","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","GML",8,59,7,17,11,8,4,,,,,,,,8/15/1996
"SW20859",8,"SW","DAD","B","BRO","B","AUN","B","UNC","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","KSP",8,33,7,39,47,,,,,,,,,,8/15/1997
"SW20860",8,"SW","GMA","B","SIS","B","===","=","===","=",,,,,,,,,,,,,,,,,,"=","===",8,50,5,,,,,,,,,,,,9/15/1996
"SW20893",8,"SW","MOM","B","BRO","B",,,,,,,,,,,,,,,,,,,,,,,"MDS",9,40,10,,,,,,,,,,,,4/15/1998
"SW20920",8,"SW","MOM","B","SIS","B","BRO","B","SIS","B","SIS","B","DAD","U","===","=","===","=","===","=","===","=","===","=","===","=","===","=","EA",8,34,13,11,5,2,37,,,,,,,,6/15/1997
"SW20945",8,"SW","MOM","B","BRO","B","SIS","B","SIS","B","DAD","S","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","RMT",8,32,6,4,3,38,,,,,,,,,9/15/1997
"SW20953",8,"SW","MOM","B","BRO","B","SIS","B","BRO","B",,,,,,,,,,,,,,,,,,,"RMT",8,38,12,9,3,,,,,,,,,,8/15/1997
"SW20966",8,"SW","DAD","B","MOM","B","BRO","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","GML",8,39,33,7,,,,,,,,,,,7/15/1997
"SW20977",8,"SW","MOM","U","DAD","U","BRO","U","BRO","U","SIS","B","BRO","F","SIS","F",,,,,,,,,,,,,"ZF",8,44,54,18,12,7,4,1,,,,,,,2/15/1998
"SW20981",8,"SW","GMA","B","GPA","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=",,,,,,,"EEB",8,57,59,,,,,,,,,,,,10/15/1997
"SW21007",8,"SW","GMA","B","AUN","B","AUN","B","UNC","B","AUN","B","CSM","B","CSF","B","GPA","B",,,,,,,,,,,"AAM",8,56,23,21,22,20,1,2,59,,,,,,11/15/1997
"SW21028",8,"SW","GMA","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","AAM",8,63,,,,,,,,,,,,,10/15/1997
"SW21030",8,"SW","MOM","B","DAD","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","EA",8,45,74,,,,,,,,,,,,11/15/1996
"SW21042",8,"SW","MOM","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","EA",8,41,,,,,,,,,,,,,11/15/1996
"SW21074",8,"SW","MOM","B","DAD","S",,,,,,,,,,,,,,,,,,,,,,,"RMR",8,30,38,,,,,,,,,,,,3/15/1998
"SW21089",8,"SW","MOM","F","DAD","F","SIS","F","SIS","B",,,,,,,,,,,,,,,,,,,"EEB",8,37,39,2,11,,,,,,,,,,1/15/1998
"SW21091",8,"SW","MOM","B","SIS","B","BRO","B","BRO","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","IEC",8,32,10,13,2,,,,,,,,,,7/15/1996
"SW21157",8,"SW","MOM","B","BRO","B","BRO","B","BRO","B","SIS","B","SIS","B","SIS","B","===","=","===","=","===","=","===","=","===","=","===","=","KSP",8,45,6,14,11,18,16,21,,,,,,,7/15/1997
"SW21162",8,"SW","DAD","B","OMA","U","UNC","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","KSP",8,44,47,40,,,,,,,,,,,5/15/1997
"SW21173",8,"SW","DAD","X","BRO","B","MOM","B","BRO","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","EEB",8,28,2,26,1,,,,,,,,,,12/15/1997
"SW21185",8,"SW","GMA","B","SIS","B","CSF","B","CSM","B","CSF","B","GPA","B","AUN","B",,,,,,,,,,,,,"RMT",8,57,5,14,8,3,54,38,,,,,,,8/15/1997
"SW21202",8,"SW","MOM","A","SIS","A","SIS","A","BRO","A","SIS","B","DAD","A","===","=","===","=","===","=","===","=","===","=","===","=","===","=","EEB",8,42,15,13,8,3,42,,,,,,,,8/15/1997
"SW21210",8,"SW","MOM","F","DAD","F","BRO","F","BRO","F","BRO","F",,,,,,,,,,,,,,,,,"RMR",8,68,72,8,7,9,,,,,,,,,9/15/1997
"SW21223",8,"SW","GMA","B","BRO","B","BRO","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","STB",8,67,14,6,,,,,,,,,,,4/15/1997
"SW21247",8,"SW","DAD","B","BRO","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","ZF",8,50,6,,,,,,,,,,,,10/15/1997
"SW21251",8,"SW","MOM","A","DAD","A","CSM","A","CSM","A","CSM","A","CSM","A","BRO","A","BRO","A",,,,,,,,,,,"SFD",8,56,61,14,12,11,9,3,4,,,,,,1/15/1998
"SW21268",8,"SW","MOM","B","OMA","X","OFA","U","OFC","U","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","AAM",8,23,25,54,15,,,,,,,,,,9/15/1997
"SW21279",8,"SW","MOM","A","SIS","A","BRO","U","BRO","U","BRO","A",,,,,,,,,,,,,,,,,"EEB",8,66,10,11,10,49,,,,,,,,,2/15/1998
"SW21296",8,"SW","SIS","B","OMC","B","OMC","B","OMA","U",,,,,,,,,,,,,,,,,,,"RMR",8,31,10,24,28,,,,,,,,,,1/15/1998
"SW21304",8,"SW","GMA","B","AUN","B","CSM","B","SIS","B","CSF","B","BRO","B",,,,,,,,,,,,,,,"EEB",8,51,49,15,14,14,6,,,,,,,,11/15/1997
"SW21312",8,"SW","MOM","B","BRO","B",,,,,,,,,,,,,,,,,,,,,,,"ZF",8,44,5,,,,,,,,,,,,3/15/1998
"SW21320",8,"SW","MOM","B","DAD","S","SIS","B",,,,,,,,,,,,,,,,,,,,,"AAM",8,34,40,16,,,,,,,,,,,1/15/1998
"SW21345",8,"SW","MOM","B","BRO","B","SIS","B","SIS","B","GMA","B","GPA","B",,,,,,,,,,,,,,,"JAS",8,37,12,17,15,59,58,,,,,,,,1/15/2000
"SW21353",8,"SW","MOM","B","BRO","B","BRO","B",,,,,,,,,,,,,,,,,,,,,"HPH",8,41,22,1,,,,,,,,,,,11/15/1998
"SW21366",8,"SW","MOM","U","DAD","U","SIS","U","BRO","U",,,,,,,,,,,,,,,,,,,"MTK",8,51,52,10,5,,,,,,,,,,5/15/1998
"SW21377",8,"SW","DAD","B","BRO","B","MOM","B","OFA","U","OMA","U",,,,,,,,,,,,,,,,,"MTK",8,40,9,36,41,43,,,,,,,,,10/15/1998
"SW21381",8,"SW","MOM","B","DAD","S","SIS","B","BRO","B","SIS","B",,,,,,,,,,,,,,,,,"RR",8,34,41,6,9,4,,,,,,,,,12/15/1998
"SW21401",8,"SW","DAD","A","MOM","A",,,,,,,,,,,,,,,,,,,,,,,"AM",8,47,41,,,,,,,,,,,,1/15/1999
"SW21414",8,"SW","MOM","B","SIS","B","BRO","B","BRO","B","SIS","B","BRO","B",,,,,,,,,,,,,,,"RR",8,46,10,15,13,21,25,,,,,,,,11/15/1998
"SW21422",8,"SW","DAD","A","MOM","A","SIS","A","SIS","A","BRO","F","BRO","F","BRO","F","BRO","F","SIS","F",,,,,,,,,"JDM",8,54,44,15,12,10,7,5,4,3,,,,,11/15/1998
"SW21436",8,"SW","MOM","B","SIS","B","SIS","B","SIS","B","DAD","U",,,,,,,,,,,,,,,,,"RR",8,35,7,13,12,41,,,,,,,,,11/15/1998
"SW21450",8,"SW","MOM","A","DAD","A","SIS","F","BRO","F","BRO","F","BRO","F",,,,,,,,,,,,,,,"HPH",8,45,50,11,6,2,3,,,,,,,,1/15/1999
"SW21469",8,"SW","MOM","U","SIS","B","OFC","U","OFA","U",,,,,,,,,,,,,,,,,,,"JDM",8,40,10,15,38,,,,,,,,,,4/15/1999
"SW21483",8,"SW","MOM","B","OMA","U",,,,,,,,,,,,,,,,,,,,,,,"HPH",8,34,43,,,,,,,,,,,,3/15/1999
"SW21497",8,"SW","DAD","A","MOM","A","BRO","A","BRO","A","BRO","A","BRO","A","BRO","A","BRO","A","SIS","A","BRO","A","===","=","===","=","===","=","RR",8,59,50,19,13,12,12,10,10,9,6,,,,5/15/1999
"SW21526",8,"SW","MOM","A","SIS","B","DAD","A","BRO","F","SIS","F",,,,,,,,,,,,,,,,,"HPH",8,46,8,49,4,3,,,,,,,,,2/15/1999
"SW21532",8,"SW","MOM","A","DAD","A","BRO","A",,,,,,,,,,,,,,,,,,,,,"MTK",8,40,47,5,,,,,,,,,,,2/15/1999
"SW21544",8,"SW","MOM","A","SIS","B","DAD","A","BRO","F","SIS","F",,,,,,,,,,,,,,,,,"HPH",8,46,8,49,4,3,,,,,,,,,2/15/1999
"SW21559",8,"SW","MOM","A","DAD","S","BRO","A","BRO","B","SIS","A",,,,,,,,,,,,,,,,,"ZF",8,37,41,11,5,0,,,,,,,,,3/15/1999
"SW21571",8,"SW","MOM","A","DAD","A","BRO","A","OFC","F","OFC","F","OFC","F",,,,,,,,,,,,,,,"JDM",8,38,38,9,7,3,1,,,,,,,,4/15/1999
"SW21587",8,"SW","MOM","A","DAD","A","SIS","B","BRO","A","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","AM",8,35,38,8,6,,,,,,,,,,1/15/1999
"SW21593",8,"SW","MOM","F","DAD","F","SIS","A","BRO","A","SIS","F","BRO","F","SIS","F","BRO","F","BRO","F","SIS","F",,,,,,,"JDM",8,57,59,4,6,17,16,14,17,5,8,,,,2/15/1999
"SW21606",8,"SW","MOM","B","SIS","B","BRO","B",,,,,,,,,,,,,,,,,,,,,"HPH",8,38,6,21,,,,,,,,,,,2/15/1999
"SW21619",8,"SW","MOM","A","DAD","A","SIS","B","SIS","B",,,,,,,,,,,,,,,,,,,"SCR",8,38,42,11,9,,,,,,,,,,2/15/1999
"SW21627",8,"SW","MOM","B","GMA","B","SIS","B",,,,,,,,,,,,,,,,,,,,,"JDM",8,32,67,10,,,,,,,,,,,10/15/1998
"SW21643",8,"SW","MOM","A","DAD","A","SIS","B","BRO","A",,,,,,,,,,,,,,,,,,,"AM",8,35,38,8,6,,,,,,,,,,1/15/1999
"SW21655",8,"SW","MOM","B","DAD","S","SIS","B","SIS","B","BRO","B","BRO","B",,,,,,,,,,,,,,,"MTK",8,,45,13,4,12,11,,,,,,,,1/15/1999
"SW21664",8,"SW","GMA","B","BRO","B","BRO","B","SIS","B","UNC","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","HPH",8,68,9,15,2,48,,,,,,,,,1/15/1999
"SW21670",8,"SW","MOM","B","DAD","B","BRO","B","SIS","B",,,,,,,,,,,,,,,,,,,"JDM",8,41,49,13,5,,,,,,,,,,1/15/1998
"SW21688",8,"SW","MOM","B","DAD","S","BRO","S","SIS","B","SIS","S",,,,,,,,,,,,,,,,,"HPH",8,34,38,14,10,6,,,,,,,,,5/15/1999
"SW21703",8,"SW","MOM","F","DAD","F",,,,,,,,,,,,,,,,,,,,,,,"AAM",8,71,69,,,,,,,,,,,,11/15/1998
"SW21724",8,"SW","MOM","A","OFC","B","BRO","A","OMC","B","OMC","B",,,,,,,,,,,,,,,,,"LK",8,50,8,7,6,3,,,,,,,,,7/15/1999
"SW21739",8,"SW","MOM","A","DAD","A","BRO","A","SIS","A","BRO","A",,,,,,,,,,,,,,,,,"EB",8,42,47,15,11,10,,,,,,,,,9/15/1998
"SW21746",8,"SW","GMA","S","GPA","S","SIS","B","BRO","S",,,,,,,,,,,,,,,,,,,"HPH",8,62,60,12,10,,,,,,,,,,6/15/1999
"SW21752",8,"SW","MOM","U","DAD","U","SIS","U","BRO","F","SIS","F","BRO","F","OFC","U","GMA","U","---","-","---","-","---","-","---","-","---","-","MTK",8,55,56,10,4,7,6,11,80,,,,,,10/15/1998
"SW21778",8,"SW","MOM","A","BRO","A","BRO","A","BRO","F","SIS","F",,,,,,,,,,,,,,,,,"RR",8,57,3,8,2,2,,,,,,,,,3/15/1999
"SW21780",8,"SW","MOM","A","DAD","A","SIS","A",,,,,,,,,,,,,,,,,,,,,"JDM",8,42,48,12,,,,,,,,,,,1/15/1999
"SW21795",8,"SW","AUN","B","CSM","B","CSM","B","BRO","B","SIS","B","SIS","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","JMM",8,42,12,5,11,10,5,,,,,,,,9/15/1996
"SW21800",8,"SW","MOM","A","DAD","A","BRO","A",,,,,,,,,,,,,,,,,,,,,"MDS",8,46,50,16,,,,,,,,,,,4/15/1998
"SW21821",8,"SW","MOM","B","BRO","B","SIS","B","OMA","U","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","EEB",8,25,9,2,31,,,,,,,,,,11/15/1997
"SW21898",8,"SW","MOM","U","BRO","U",,,,,,,,,,,,,,,,,,,,,,,"RR",8,47,26,,,,,,,,,,,,6/15/1998
"SW21909",8,"SW","AUN","B","BRO","B","CSF","B","CSM","B","UNC","U",,,,,,,,,,,,,,,,,"RR",8,37,9,10,17,42,,,,,,,,,7/15/1998
"SW21925",8,"SW","DAD","F",,,,,,,,,,,,,,,,,,,,,,,,,"JDM",8,51,,,,,,,,,,,,,2/15/1999
"SW21933",8,"SW","MOM","A","DAD","A","SIS","A","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","RMR",8,47,44,12,,,,,,,,,,,10/15/1997
"SW21986",8,"SW","MOM","A","DAD","A","BRO","A","BRO","A","SIS","A","BRO","A","SIS","A",,,,,,,,,,,,,"CEM",8,49,47,8,8,8,6,5,,,,,,,12/15/1998
"SW22019",8,"SW","DAD","A","MOM","A","SIS","A","SIS","A",,,,,,,,,,,,,,,,,,,"ZF",8,52,46,21,18,,,,,,,,,,1/15/1998
"SW22031",8,"SW","MOM","A","SIS","A","GMA","A",,,,,,,,,,,,,,,,,,,,,"RR",8,43,9,76,,,,,,,,,,,4/15/1998
"SW22043",8,"SW","MOM","A","DAD","A","BRO","B",,,,,,,,,,,,,,,,,,,,,"EEB",8,47,47,11,,,,,,,,,,,4/15/1998
"SW22070",8,"SW","MOM","B","SIS","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","CAW",8,33,6,,,,,,,,,,,,3/15/1997
"SW22128",8,"SW","MOM","B","GPA","B","BRO","B","BRO","B","BRO","B",,,,,,,,,,,,,,,,,"AM",8,38,58,11,4,5,,,,,,,,,3/15/1998
"SW22130",8,"SW","MOM","A","DAD","U","GMA","B","GPA","U",,,,,,,,,,,,,,,,,,,"AM",8,50,52,75,57,,,,,,,,,,11/15/1998
"SW22142",8,"SW","MOM","A","SIS","A","BRO","A","OMA","X","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","RMR",8,40,10,21,32,,,,,,,,,,5/15/1999
"SW22189",8,"SW","GMA","B","SIS","B","BRO","B",,,,,,,,,,,,,,,,,,,,,"RR",8,51,10,6,,,,,,,,,,,1/15/1999
"SW22191",8,"SW","MOM","U","AUN","U","GMA","U","BRO","U",,,,,,,,,,,,,,,,,,,"RR",8,50,92,74,14,,,,,,,,,,9/15/1998
"SW22203",8,"SW","DAD","U","SIS","U","BRO","U","SIS","U","SIS","U","SIS","U","MOM","U","SIS","U",,,,,,,,,,,"JDM",8,58,10,16,11,9,7,57,1,,,,,,2/15/1999
"SW22211",8,"SW","MOM","B","CSM","B",,,,,,,,,,,,,,,,,,,,,,,"JDM",8,36,37,,,,,,,,,,,,12/15/1998
"SW22224",8,"SW","DAD","A","MOM","A","BRO","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","RMR",8,68,62,14,,,,,,,,,,,3/15/1999
"SW22246",8,"SW","MOM","F","BRO","F","SIS","F","DAD","F",,,,,,,,,,,,,,,,,,,"JDM",8,68,11,7,71,,,,,,,,,,5/15/1999
"SW22252",8,"SW","GMA","B","UNC","B","SIS","B","BRO","B","AUN","B",,,,,,,,,,,,,,,,,"RR",8,49,28,7,6,15,,,,,,,,,5/15/1998
"SW22267",8,"SW","MOM","A","BRO","B","SIS","A","GMA","A",,,,,,,,,,,,,,,,,,,"HPH",8,41,10,6,82,,,,,,,,,,5/15/1999
"SW22278",8,"SW","AUN","B","BRO","A","AUN","A","GMA","A","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","AM",8,42,8,54,78,,,,,,,,,,7/15/1999
"SW22280",8,"SW","MOM","A","BRO","A","SIS","A","BRO","F","SIS","F",,,,,,,,,,,,,,,,,"MTK",8,57,3,8,2,2,,,,,,,,,3/15/1999
"SW22295",8,"SW","MOM","U","SIS","F","SIS","A","BRO","A","SIS","U","BRO","F","BRO","U","UNC","U","===","=","===","=","===","=","===","=","===","=","JDM",8,63,16,11,10,11,6,9,48,,,,,,3/15/1999
"SW22300",8,"SW","MOM","A","DAD","A","BRO","A",,,,,,,,,,,,,,,,,,,,,"JDM",8,41,47,10,,,,,,,,,,,1/15/1999
"SW22313",8,"SW","MOM","A","DAD","A",,,,,,,,,,,,,,,,,,,,,,,"JDM",8,41,64,,,,,,,,,,,,4/15/1999
"SW22349",8,"SW","MOM","A","DAD","A","BRO","A","BRO","A","BRO","A",,,,,,,,,,,,,,,,,"MTK",8,36,35,12,11,8,,,,,,,,,3/15/1999
"SW22365",8,"SW","AUN","B","BRO","B","BRO","B","BRO","B","CSM","B","CSF","B",,,,,,,,,,,,,,,"MTK",8,45,13,12,11,15,10,,,,,,,,5/15/1999
"SW22376",8,"SW","MOM","A","SIS","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","LK",8,51,9,,,,,,,,,,,,7/15/1999
"SW22382",8,"SW","MOM","A",,,,,,,,,,,,,,,,,,,,,,,,,"SCR",8,56,,,,,,,,,,,,,4/15/1999
"SW22398",8,"SW","MOM","A","DAD","A",,,,,,,,,,,,,,,,,,,,,,,"HPH",8,44,50,,,,,,,,,,,,3/15/1999
"SW22402",8,"SW","AUN","B","UNC","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","HPH",8,42,51,,,,,,,,,,,,7/15/1999
"SW22410",8,"SW","MOM","A","DAD","A","SIS","A",,,,,,,,,,,,,,,,,,,,,"SCR",8,50,46,10,,,,,,,,,,,4/15/1999
"SW22423",8,"SW","MOM","A","SIS","A","DAD","A","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","LK",8,39,13,38,,,,,,,,,,,5/15/1999
"SW22435",8,"SW","MOM","A","SIS","A","DAD","A",,,,,,,,,,,,,,,,,,,,,"LK",8,48,19,49,,,,,,,,,,,5/15/1999
"SW22447",8,"SW","MOM","A","DAD","A","BRO","A","SIS","B",,,,,,,,,,,,,,,,,,,"JDM",8,42,53,11,9,,,,,,,,,,3/15/1999
"SW22451",8,"SW","GMA","B","UNC","B","UNC","B","BRO","B","BRO","B","AUN","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","AM",8,50,29,40,9,7,16,,,,,,,,7/15/1999
"SW22468",8,"SW","MOM","A","SIS","A",,,,,,,,,,,,,,,,,,,,,,,"RR",8,49,13,,,,,,,,,,,,6/15/1999
"SW22479",8,"SW","MOM","F","DAD","F",,,,,,,,,,,,,,,,,,,,,,,"JDM",8,55,61,,,,,,,,,,,,3/15/2000
